"relative_path","size_bytes","last_write_utc"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\snapshot_step_09684.pt","3027675","2026-08-22T01:26:25.1530252Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\snapshot_step_14526.pt","3027675","2026-08-22T01:48:44.2987997Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\snapshot_step_19368.pt","3027675","2026-08-22T02:11:03.5774732Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\z_raw.npy","394956","2026-08-22T02:11:14.6863208Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\cfg.json","422","2026-08-22T03:43:33.2566903Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\result.json","9686","2026-08-22T03:43:33.2839735Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_00000.pt","1014261","2026-08-22T02:11:52.2916976Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_00001.pt","3027675","2026-08-22T02:11:53.3190633Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_00100.pt","3027675","2026-08-22T02:12:21.4657033Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_01000.pt","3027675","2026-08-22T02:16:36.3047347Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_04842.pt","3027675","2026-08-22T02:34:45.4057236Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_09684.pt","3027675","2026-08-22T02:57:37.7178867Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_14526.pt","3027675","2026-08-22T03:20:30.0896012Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_19368.pt","3027675","2026-08-22T03:43:21.8467532Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\z_raw.npy","394956","2026-08-22T03:43:33.1936886Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\cfg.json","422","2026-08-22T05:15:29.5508832Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\result.json","9689","2026-08-22T05:15:29.5788085Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_00000.pt","1014261","2026-08-22T03:43:48.9371872Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_00001.pt","3027675","2026-08-22T03:43:50.0128454Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_00100.pt","3027675","2026-08-22T03:44:19.6045127Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_01000.pt","3027675","2026-08-22T03:48:34.9850370Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_04842.pt","3027675","2026-08-22T04:06:43.8174522Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_09684.pt","3027675","2026-08-22T04:29:35.0211736Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_14526.pt","3027675","2026-08-22T04:52:26.7318811Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_19368.pt","3027675","2026-08-22T05:15:18.1263818Z"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\z_raw.npy","394956","2026-08-22T05:15:29.4854777Z"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\comparison.json","955","2026-08-22T05:18:38.5800064Z"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run1\conditional_raw_step_00100.npy","394956","2026-08-22T05:17:42.6392020Z"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run1\result.json","7665","2026-08-22T05:17:42.7250262Z"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run1\snapshot_step_00000.pt","1065177","2026-08-22T05:16:54.7021553Z"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run1\snapshot_step_00001.pt","3078595","2026-08-22T05:16:56.4244153Z"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run1\snapshot_step_00100.pt","3078595","2026-08-22T05:17:31.3723488Z"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run1\z_raw_step_00100.npy","394956","2026-08-22T05:17:42.6392020Z"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run2\conditional_raw_step_00100.npy","394956","2026-08-22T05:18:37.6072701Z"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run2\result.json","7666","2026-08-22T05:18:37.6922992Z"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run2\snapshot_step_00000.pt","1065177","2026-08-22T05:17:49.1685999Z"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run2\snapshot_step_00001.pt","3078595","2026-08-22T05:17:50.5179839Z"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run2\snapshot_step_00100.pt","3078595","2026-08-22T05:18:26.2038699Z"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run2\z_raw_step_00100.npy","394956","2026-08-22T05:18:37.6057844Z"
"artifacts\FRESH_COND_FT_EXP044\plans\baseline_s42.json","3754","2026-08-22T00:40:17.5091500Z"
"artifacts\FRESH_COND_FT_EXP044\plans\baseline_s42.npz","82423170","2026-08-22T00:40:17.3477515Z"
"artifacts\FRESH_COND_FT_EXP044\plans\baseline_s43.json","3754","2026-08-22T00:40:21.1337156Z"
"artifacts\FRESH_COND_FT_EXP044\plans\baseline_s43.npz","82423170","2026-08-22T00:40:20.9534144Z"
"artifacts\FRESH_COND_FT_EXP044\plans\baseline_s44.json","3754","2026-08-22T00:40:24.8052503Z"
"artifacts\FRESH_COND_FT_EXP044\plans\baseline_s44.npz","82423170","2026-08-22T00:40:24.6407276Z"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s42_conditional_init.pt","52335","2026-08-22T05:15:49.0627725Z"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s42.json","5951","2026-08-22T05:15:49.3608538Z"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s42.npz","39560294","2026-08-22T05:15:49.1726471Z"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s43_conditional_init.pt","52335","2026-08-22T05:15:51.5722239Z"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s43.json","5951","2026-08-22T05:15:51.8401292Z"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s43.npz","39560294","2026-08-22T05:15:51.6821872Z"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s44_conditional_init.pt","52335","2026-08-22T05:15:54.0004629Z"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s44.json","5951","2026-08-22T05:15:54.2653239Z"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s44.npz","39560294","2026-08-22T05:15:54.1079974Z"
"artifacts\FRESH_COND_FT_EXP044\seed_summary.csv","2148","2026-08-22T08:14:53.1204444Z"
"artifacts\FRESH_COND_FT_EXP044\segment_summary.csv","1693","2026-08-22T08:14:53.1212989Z"
"artifacts\FRESH_CONTRAST_MOE_emb_SEQ-D3A-BASE-S42-V0904_extraA_meta.npz","12385506","2026-08-21T13:45:27.0894965Z"
"artifacts\FRESH_CONTRAST_MOE_emb_SEQ-D3A-BASE-S42-V0904_extraA_X.npy","339676160","2026-08-21T13:45:27.0717677Z"
"artifacts\FRESH_CONTRAST_MOE_emb_SEQ-D3A-BASE-S42-V0918_extraA_meta.npz","12385506","2026-08-21T13:47:31.9635520Z"
"artifacts\FRESH_CONTRAST_MOE_emb_SEQ-D3A-BASE-S42-V0918_extraA_X.npy","339676160","2026-08-21T13:47:31.9503798Z"
"artifacts\FRESH_CONTRAST_MOE_emb_SEQ-D3A-BASE-S42-V1002_extraA_meta.npz","12385506","2026-08-21T13:49:29.1074340Z"
"artifacts\FRESH_CONTRAST_MOE_emb_SEQ-D3A-BASE-S42-V1002_extraA_X.npy","339676160","2026-08-21T13:49:29.0907067Z"
"artifacts\FRESH_CONTRAST_MOE_emb_SEQ-D3A-BASE-S42-V1016_extraA_meta.npz","12385506","2026-08-21T13:51:18.0538787Z"
"artifacts\FRESH_CONTRAST_MOE_emb_SEQ-D3A-BASE-S42-V1016_extraA_X.npy","339676160","2026-08-21T13:51:18.0395061Z"
"artifacts\FRESH_CONTRAST_MOE_fold_20250904.npz","5982010","2026-08-21T13:51:41.3710532Z"
"artifacts\FRESH_CONTRAST_MOE_fold_20250918.npz","6081210","2026-08-21T13:51:43.4479203Z"
"artifacts\FRESH_CONTRAST_MOE_fold_20251002.npz","6177815","2026-08-21T13:51:45.4711947Z"
"artifacts\FRESH_CONTRAST_MOE_fold_20251016.npz","6290693","2026-08-21T13:51:47.5412156Z"
"artifacts\FRESH_CONTRAST_MOE_mirror_A_20250904.npz","5162626","2026-08-21T13:45:39.8420065Z"
"artifacts\FRESH_CONTRAST_MOE_mirror_A_20250918.npz","5230327","2026-08-21T13:47:42.7211839Z"
"artifacts\FRESH_CONTRAST_MOE_mirror_A_20251002.npz","5293850","2026-08-21T13:49:40.7043821Z"
"artifacts\FRESH_CONTRAST_MOE_mirror_A_20251016.npz","5384291","2026-08-21T13:51:30.4941018Z"
"artifacts\G1_availprobe_SEQ-D3A-G1-BASE-S43.log","770","2026-08-19T16:32:55.0000000Z"
"artifacts\G1_availprobe_SEQ-D3A-G1-S43.log","760","2026-08-19T16:34:49.0000000Z"
"artifacts\G1_depth_SEQ-D3A-G1-BASE-S43-V0904.log","1004","2026-08-19T16:41:04.0000000Z"
"artifacts\G1_depth_SEQ-D3A-G1-BASE-S43-V0918.log","1240","2026-08-19T16:38:40.0000000Z"
"artifacts\G1_depth_SEQ-D3A-G1-BASE-S43-V1002.log","1122","2026-08-19T16:36:02.0000000Z"
"artifacts\G1_depth_SEQ-D3A-G1-BASE-S43-V1016.log","1240","2026-08-19T16:32:27.0000000Z"
"artifacts\G1_depth_SEQ-D3A-G1-S43-V0904.log","994","2026-08-19T16:42:04.0000000Z"
"artifacts\G1_depth_SEQ-D3A-G1-S43-V0918.log","1230","2026-08-19T16:40:04.0000000Z"
"artifacts\G1_depth_SEQ-D3A-G1-S43-V1002.log","1112","2026-08-19T16:37:16.0000000Z"
"artifacts\G1_depth_SEQ-D3A-G1-S43-V1016.log","1230","2026-08-19T16:34:21.0000000Z"
"artifacts\G1_SEQ-D3A-G1-BASE-S43-V0904.log","1281","2026-08-19T15:44:14.0000000Z"
"artifacts\G1_SEQ-D3A-G1-BASE-S43-V0918.log","1281","2026-08-19T16:28:08.0000000Z"
"artifacts\G1_SEQ-D3A-G1-BASE-S43-V1002.log","1281","2026-08-19T15:01:29.0000000Z"
"artifacts\G1_SEQ-D3A-G1-BASE-S43-V1016.log","1281","2026-08-19T14:05:50.0000000Z"
"artifacts\G1_SEQ-D3A-G1-S43-V0904.log","1435","2026-08-19T15:24:26.0000000Z"
"artifacts\G1_SEQ-D3A-G1-S43-V0918.log","1435","2026-08-19T16:06:12.0000000Z"
"artifacts\G1_SEQ-D3A-G1-S43-V1002.log","1435","2026-08-19T14:33:42.0000000Z"
"artifacts\G1_SEQ-D3A-G1-S43-V1016.log","1435","2026-08-19T13:35:27.0000000Z"
"artifacts\G1_xdepth_SEQ-D3A-G1-BASE-S43.log","1380","2026-08-19T16:29:44.0000000Z"
"artifacts\G1_xdepth_SEQ-D3A-G1-S43.log","1365","2026-08-19T16:31:00.0000000Z"
"artifacts\G2_availprobe_SEQ-D3A-G2-BASE-S44.log","770","2026-08-19T16:05:40.0000000Z"
"artifacts\G2_availprobe_SEQ-D3A-G2-S44.log","760","2026-08-19T16:07:32.0000000Z"
"artifacts\G2_depth_SEQ-D3A-G2-BASE-S44-V0904.log","1004","2026-08-19T16:13:40.0000000Z"
"artifacts\G2_depth_SEQ-D3A-G2-BASE-S44-V0918.log","1240","2026-08-19T16:11:19.0000000Z"
"artifacts\G2_depth_SEQ-D3A-G2-BASE-S44-V1002.log","1122","2026-08-19T16:08:45.0000000Z"
"artifacts\G2_depth_SEQ-D3A-G2-BASE-S44-V1016.log","1240","2026-08-19T16:05:13.0000000Z"
"artifacts\G2_depth_SEQ-D3A-G2-S44-V0904.log","994","2026-08-19T16:14:40.0000000Z"
"artifacts\G2_depth_SEQ-D3A-G2-S44-V0918.log","1230","2026-08-19T16:12:41.0000000Z"
"artifacts\G2_depth_SEQ-D3A-G2-S44-V1002.log","1112","2026-08-19T16:09:57.0000000Z"
"artifacts\G2_depth_SEQ-D3A-G2-S44-V1016.log","1230","2026-08-19T16:07:05.0000000Z"
"artifacts\G2_SEQ-D3A-G2-BASE-S44-V0904.log","1281","2026-08-19T16:01:13.0000000Z"
"artifacts\G2_SEQ-D3A-G2-BASE-S44-V0918.log","1281","2026-08-19T15:26:22.0000000Z"
"artifacts\G2_SEQ-D3A-G2-BASE-S44-V1002.log","1281","2026-08-19T14:47:38.0000000Z"
"artifacts\G2_SEQ-D3A-G2-BASE-S44-V1016.log","1281","2026-08-19T14:04:56.0000000Z"
"artifacts\G2_SEQ-D3A-G2-S44-V0904.log","1435","2026-08-19T15:43:47.0000000Z"
"artifacts\G2_SEQ-D3A-G2-S44-V0918.log","1435","2026-08-19T15:06:59.0000000Z"
"artifacts\G2_SEQ-D3A-G2-S44-V1002.log","1435","2026-08-19T14:26:17.0000000Z"
"artifacts\G2_SEQ-D3A-G2-S44-V1016.log","1435","2026-08-19T13:41:34.0000000Z"
"artifacts\G2_xdepth_SEQ-D3A-G2-BASE-S44.log","1380","2026-08-19T16:02:33.0000000Z"
"artifacts\G2_xdepth_SEQ-D3A-G2-S44.log","1365","2026-08-19T16:03:48.0000000Z"
"artifacts\gap_axis_S1-GAPAXIS-CORE_curve.csv","28501","2026-08-12T11:59:46.8809825Z"
"artifacts\gap_axis_S1-GAPAXIS-CORE_selected.csv","4172","2026-08-12T11:59:46.8819810Z"
"artifacts\gap_axis_S1-GAPAXIS-CORE.json","18631","2026-08-12T11:59:46.8769738Z"
"artifacts\gap_axis_S1-GAPAXIS-DIST_curve.csv","2824","2026-08-12T12:55:54.3548352Z"
"artifacts\gap_axis_S1-GAPAXIS-DIST_selected.csv","780","2026-08-12T12:55:54.3558354Z"
"artifacts\gap_axis_S1-GAPAXIS-DIST.json","2974","2026-08-12T12:55:54.3518352Z"
"artifacts\gap_axis_S1-GAPAXIS-E02_curve.csv","9528","2026-08-12T11:22:08.8641051Z"
"artifacts\gap_axis_S1-GAPAXIS-E02_selected.csv","1452","2026-08-12T11:22:08.8651792Z"
"artifacts\gap_axis_S1-GAPAXIS-E02.json","6150","2026-08-12T11:22:08.8611824Z"
"artifacts\gap_axis_S1-GAPAXIS-E03A_curve.csv","6905","2026-08-12T10:52:26.8340244Z"
"artifacts\gap_axis_S1-GAPAXIS-E03A_selected.csv","1467","2026-08-12T10:52:26.8350315Z"
"artifacts\gap_axis_S1-GAPAXIS-E03A-LOW_curve.csv","4180","2026-08-12T11:01:30.8787843Z"
"artifacts\gap_axis_S1-GAPAXIS-E03A-LOW_selected.csv","1467","2026-08-12T11:01:30.8787843Z"
"artifacts\gap_axis_S1-GAPAXIS-E03A-LOW.json","5130","2026-08-12T11:01:30.8762665Z"
"artifacts\gap_axis_S1-GAPAXIS-E03A.json","4115","2026-08-12T10:52:26.8315143Z"
"artifacts\gap_axis_S1-GAPAXIS-E10_curve.csv","6871","2026-08-12T10:53:53.5160372Z"
"artifacts\gap_axis_S1-GAPAXIS-E10_selected.csv","1459","2026-08-12T10:53:53.5177838Z"
"artifacts\gap_axis_S1-GAPAXIS-E10-LOW_curve.csv","4148","2026-08-12T11:03:49.9592945Z"
"artifacts\gap_axis_S1-GAPAXIS-E10-LOW_selected.csv","1458","2026-08-12T11:03:49.9607995Z"
"artifacts\gap_axis_S1-GAPAXIS-E10-LOW.json","5135","2026-08-12T11:03:49.9582950Z"
"artifacts\gap_axis_S1-GAPAXIS-E10.json","4137","2026-08-12T10:53:53.5143878Z"
"artifacts\gap_axis_S1-GAPAXIS-FINAL_curve.csv","32584","2026-08-12T13:21:31.5109243Z"
"artifacts\gap_axis_S1-GAPAXIS-FINAL_selected.csv","5191","2026-08-12T13:21:31.5124305Z"
"artifacts\gap_axis_S1-GAPAXIS-FINAL.json","32619","2026-08-12T13:21:31.5059239Z"
"artifacts\gap_core_summary.log","36434","2026-08-12T11:25:45.8524877Z"
"artifacts\gap_core_summary.stdout.log","18717","2026-08-12T11:59:46.9132276Z"
"artifacts\gap_dist_mid.stderr.log","0","2026-08-12T12:22:26.2455216Z"
"artifacts\gap_dist_mid.stdout.log","3889","2026-08-12T13:16:31.0402348Z"
"artifacts\gap_dist.stderr.log","0","2026-08-12T11:23:10.3033198Z"
"artifacts\gap_dist.stdout.log","9499","2026-08-12T12:55:54.3568365Z"
"artifacts\gap_e02.stderr.log","0","2026-08-12T11:01:48.2675522Z"
"artifacts\gap_e02.stdout.log","24652","2026-08-12T11:22:08.8657029Z"
"artifacts\gap_e03a_low.stderr.log","0","2026-08-12T10:52:57.6073039Z"
"artifacts\gap_e03a_low.stdout.log","16213","2026-08-12T11:01:30.8802954Z"
"artifacts\gap_e03a.stderr.log","0","2026-08-12T10:35:33.6158145Z"
"artifacts\gap_e03a.stdout.log","18938","2026-08-12T10:52:26.8360321Z"
"artifacts\gap_e10_low.stderr.log","0","2026-08-12T10:54:14.9837224Z"
"artifacts\gap_e10_low.stdout.log","16201","2026-08-12T11:03:49.9618065Z"
"artifacts\gap_e10.stderr.log","0","2026-08-12T10:35:33.5503900Z"
"artifacts\gap_e10.stdout.log","18935","2026-08-12T10:53:53.5184058Z"
"artifacts\gap_k11.stderr.log","0","2026-08-12T12:03:29.8178402Z"
"artifacts\gap_k11.stdout.log","17366","2026-08-12T12:21:41.7606448Z"
"artifacts\HOLIDAY-YOY_cv.pid","7","2026-08-12T18:35:24.7179117Z"
"artifacts\HOLIDAY-YOY_cv.stderr.log","0","2026-08-12T18:35:24.6558695Z"
"artifacts\HOLIDAY-YOY_cv.stdout.log","590","2026-08-12T19:56:27.6842929Z"
"artifacts\HOLIDAY-YOY_diagnostic.stderr.log","0","2026-08-12T18:34:44.2068840Z"
"artifacts\HOLIDAY-YOY_diagnostic.stdout.log","3609","2026-08-12T18:34:49.4298700Z"
"artifacts\HOLIDAY-YOY_pair1.pids","14","2026-08-12T19:57:58.1204341Z"
"artifacts\HOLIDAY-YOY_V0904.stderr.log","1074","2026-08-12T19:58:05.6693971Z"
"artifacts\HOLIDAY-YOY_V0904.stdout.log","318","2026-08-12T19:58:05.4930039Z"
"artifacts\HOLIDAY-YOY_V0918.stderr.log","1074","2026-08-12T19:58:05.6700660Z"
"artifacts\HOLIDAY-YOY_V0918.stdout.log","318","2026-08-12T19:58:05.5071317Z"
"artifacts\importance_best.log","1113","2026-08-11T13:19:48.1116720Z"
"artifacts\importance_best.py","10358","2026-08-11T12:58:56.9315181Z"
"artifacts\importance_S1-BEST.csv","33720","2026-08-11T13:19:48.1022309Z"
"artifacts\importance_S1-BEST.md","10210","2026-08-11T13:19:48.1111498Z"
"artifacts\LANDMARK_MEMORY_EXP055\baseline_manifest.json","16903","2026-08-24T12:53:09.6827243Z"
"artifacts\LANDMARK_MEMORY_EXP055\cpu_preflight_predictions.npz","1553614","2026-08-24T13:07:25.0630833Z"
"artifacts\LANDMARK_MEMORY_EXP055\landmark_past30_gmv.npy","49319552","2026-08-24T12:53:11.0319083Z"
"artifacts\LANDMARK_MEMORY_EXP055\memory_summaries_0to1.npz","31887892","2026-08-24T12:56:03.2628840Z"
"artifacts\LANDMARK_MEMORY_EXP055\memory_summaries_1to0.npz","31888034","2026-08-24T12:57:49.7768888Z"
"artifacts\LANDMARK_MEMORY_EXP055\outcome_available.npy","13100600","2026-08-24T12:53:11.0244672Z"
"artifacts\LANDMARK_MEMORY_EXP055\paired_neural_contract.json","1197","2026-08-24T13:10:00.2476034Z"
"artifacts\LANDMARK_MEMORY_EXP055\real_token_cache_manifest.json","30455","2026-08-24T12:53:54.4055288Z"
"artifacts\LANDMARK_MEMORY_EXP055\real_tokens.npy","524019008","2026-08-24T12:53:11.0107368Z"
"artifacts\LANDMARK_MEMORY_EXP055\shuffle_manifest_0to1.json","107845","2026-08-24T12:54:03.7322652Z"
"artifacts\LANDMARK_MEMORY_EXP055\shuffle_manifest_1to0.json","107826","2026-08-24T12:54:13.2447524Z"
"artifacts\LANDMARK_MEMORY_EXP055\shuffle_permutation_0to1.npy","49319552","2026-08-24T12:53:55.3447252Z"
"artifacts\LANDMARK_MEMORY_EXP055\shuffle_permutation_1to0.npy","49319552","2026-08-24T12:54:04.5555462Z"
"artifacts\LANDMARK_MEMORY_EXP055\shuffled_tokens_0to1.npy","524019008","2026-08-24T12:53:55.3302247Z"
"artifacts\LANDMARK_MEMORY_EXP055\shuffled_tokens_1to0.npy","524019008","2026-08-24T12:54:04.5499681Z"
"artifacts\LANDMARK_MEMORY_EXP055\token_type.npy","13100600","2026-08-24T12:53:11.0202137Z"
"artifacts\LANDMARK_MEMORY_EXP055\valid_mask.npy","12329984","2026-08-24T12:53:11.0160185Z"
"artifacts\LATE_SSL_EXP056\arms\CONTROL\model.pt","4562631","2026-08-24T17:09:40.3644458Z"
"artifacts\LATE_SSL_EXP056\arms\CONTROL\result.json","6469","2026-08-24T17:09:40.4558545Z"
"artifacts\LATE_SSL_EXP056\arms\LATE\model.pt","4562631","2026-08-24T17:38:05.3092081Z"
"artifacts\LATE_SSL_EXP056\arms\LATE\result.json","6467","2026-08-24T17:38:05.3614552Z"
"artifacts\LATE_SSL_EXP056\domain_audit_cpu.npz","27316192","2026-08-24T15:59:22.2150002Z"
"artifacts\LATE_SSL_EXP056\embedding_BASE.npz","13842449","2026-08-24T16:06:26.7217084Z"
"artifacts\LATE_SSL_EXP056\embedding_CONTROL.npz","13708862","2026-08-24T17:38:48.0433975Z"
"artifacts\LATE_SSL_EXP056\embedding_LATE.npz","13706222","2026-08-24T17:39:08.5947361Z"
"artifacts\LATE_SSL_EXP056\event_key_int32.npy","122524152","2026-08-24T15:57:19.9916246Z"
"artifacts\LATE_SSL_EXP056\paired_plan.json","89483","2026-08-24T15:59:22.4861954Z"
"artifacts\LATE_SSL_EXP056\paired_plan.npz","26477148","2026-08-24T15:59:04.3264871Z"
"artifacts\LATE_SSL_EXP056\replay_v2\run1\model.pt","4562631","2026-08-24T16:33:21.2764370Z"
"artifacts\LATE_SSL_EXP056\replay_v2\run1\result.json","5858","2026-08-24T16:33:21.3665809Z"
"artifacts\LATE_SSL_EXP056\replay_v2\run2\model.pt","4562631","2026-08-24T16:34:22.7031893Z"
"artifacts\LATE_SSL_EXP056\replay_v2\run2\result.json","5859","2026-08-24T16:34:22.7744979Z"
"artifacts\LATE_SSL_EXP056\replay\run1\model.pt","4562631","2026-08-24T16:10:34.4776465Z"
"artifacts\LATE_SSL_EXP056\replay\run1\result.json","5353","2026-08-24T16:10:34.5416647Z"
"artifacts\LATE_SSL_EXP056\replay\run2\model.pt","4562631","2026-08-24T16:12:58.1697001Z"
"artifacts\LATE_SSL_EXP056\replay\run2\result.json","5353","2026-08-24T16:12:58.2228976Z"
"artifacts\LATE_SSL_EXP056\validation_predictions.npz","1547711","2026-08-24T17:40:53.0319227Z"
"artifacts\LATEST_DELTA_COMPAT_EXP066_A1\oof_candidates.npz","2248","2026-08-25T13:02:13.1397541Z"
"artifacts\lb_fit.npy","144","2026-08-10T19:52:41.0783754Z"
"artifacts\LEVEL_MINUS_006_EXP060\diagnostics.json","3548","2026-08-24T18:49:09.7911918Z"
"artifacts\LIST_EXPERIMENTS.md","29471","2026-08-11T21:34:19.7329066Z"
"artifacts\merge_R100.log","1255","2026-08-12T08:38:51.2768108Z"
"artifacts\merge_R1000.log","1257","2026-08-12T08:30:37.1077182Z"
"artifacts\merge_R1200.log","1257","2026-08-12T08:30:51.7674043Z"
"artifacts\merge_R125.log","1255","2026-08-12T08:38:56.7021016Z"
"artifacts\merge_R1400.log","1257","2026-08-12T08:31:01.2878131Z"
"artifacts\merge_R150.log","1255","2026-08-12T08:39:02.1664125Z"
"artifacts\merge_R1600.log","1257","2026-08-12T08:31:11.3083306Z"
"artifacts\merge_R200.log","1255","2026-08-12T08:39:07.6258174Z"
"artifacts\merge_R25.log","1253","2026-08-12T08:38:34.8419552Z"
"artifacts\merge_R250.log","1255","2026-08-12T08:39:13.1670957Z"
"artifacts\merge_R300.log","1255","2026-08-12T08:30:09.0476290Z"
"artifacts\merge_R300check.log","1265","2026-08-12T08:39:18.6486113Z"
"artifacts\merge_R450.log","1255","2026-08-12T08:30:15.4545056Z"
"artifacts\merge_R50.log","1253","2026-08-12T08:38:40.3791754Z"
"artifacts\merge_R600.log","1255","2026-08-12T08:30:22.4406874Z"
"artifacts\merge_R75.log","1253","2026-08-12T08:38:45.8475789Z"
"artifacts\merge_R800.log","1255","2026-08-12T08:30:29.6054835Z"
"artifacts\merge_SEED42.log","1245","2026-08-12T08:40:27.6894345Z"
"artifacts\merge_SEED43.log","1253","2026-08-12T08:47:48.1807822Z"
"artifacts\merge_SEED44.log","1253","2026-08-12T08:54:59.8350977Z"
"artifacts\merge_SEED45.log","1253","2026-08-12T09:02:14.0215647Z"
"artifacts\merge_SEED46.log","1253","2026-08-12T09:09:31.1971588Z"
"artifacts\MHZ_final.log","37054","2026-08-13T00:39:48.2559469Z"
"artifacts\mhz_fold_2025-09-04.json","6870","2026-08-13T00:32:58.9753736Z"
"artifacts\mhz_fold_2025-09-18.json","6877","2026-08-12T23:59:41.2123502Z"
"artifacts\mhz_fold_2025-10-02.json","6864","2026-08-12T23:15:50.2567595Z"
"artifacts\mhz_fold_2025-10-16.json","6870","2026-08-12T22:27:38.7630776Z"
"artifacts\MHZ_V0904.log","1479","2026-08-13T00:32:58.9753736Z"
"artifacts\MHZ_V0918.log","1479","2026-08-12T23:59:41.2123502Z"
"artifacts\MHZ_V1002.log","1479","2026-08-12T23:15:50.2567595Z"
"artifacts\MHZ_V1016.log","1479","2026-08-12T22:27:38.7630776Z"
"artifacts\mhz_val_2025-09-04.npz","24075935","2026-08-13T00:32:58.9743377Z"
"artifacts\mhz_val_2025-09-18.npz","24409420","2026-08-12T23:59:41.2113469Z"
"artifacts\mhz_val_2025-10-02.npz","24751133","2026-08-12T23:15:50.2547469Z"
"artifacts\mhz_val_2025-10-16.npz","25219539","2026-08-12T22:27:38.7619339Z"
"artifacts\MIX9_lofo.json","4553","2026-08-19T19:06:15.8825908Z"
"artifacts\MIX9_queue.log","2460","2026-08-19T20:21:19.9933724Z"
"artifacts\MIX9_SEQ-C289-S43.log","1092","2026-08-19T20:20:43.9776843Z"
